File_Name,file,Speaker,Task,Language,Year_of_Birth,Age,Gender,ID,percent_V,deltaV,deltaC,nPVI_v,rPVI_c,V:C_ratio,varco_c,cv_rate,v_rate,c_rate,mean_c,mean_v,std_f0_peak,std_f0_mean,nPVI_f0_mean,rPVI_f0_mean,nPVI_f0_peak,rPVI_f0_peak,varcoM_f0,varcoP_f0,std_int_peak,std_int_mean,nPVI_int_mean,rPVI_int_mean,nPVI_int_peak,rPVI_int_peak,varcoM_int,varcoP_int
P_1984_F_22_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_F_22/P_1984_F_22_m(f).WAV,P22,m(f),Persian,1984,40,Female,P_1984_F_22,34.91146719,0.065862906,0.053216311,50.1569601,0.062987903,0.814287364,51.00212234,7.986930477,3.877951781,4.108978696,0.104341365,0.090025532,3.990534455,2.994676176,2.330350279,2.060148669,2.817624338,2.648548141,3.330818323,4.331199383,3.252073275,3.273839034,3.616496982,2.477725006,3.122346366,2.248257386,4.740672064,4.500870711
P_1984_F_22_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_F_22/P_1984_F_22_m(i).WAV,P22,m(i),Persian,1984,40,Female,P_1984_F_22,41.64779162,0.091661581,0.05188594,54.06292143,0.05538009,1.005854951,49.22722628,7.697480180999999,3.769110985,3.928369196,0.105400901,0.110497653,3.714210624,2.780096246,2.201257814,1.974600968,2.581619547,2.432973411,3.072453621,4.020044347,3.714772332,3.848120831,4.18572481,2.87493817,3.217597559,2.311940772,5.531084454,5.117501001
P_1984_F_22_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_F_22/P_1984_F_22_r(f).WAV,P22,r(f),Persian,1984,40,Female,P_1984_F_22,35.85348737,0.031060353,0.045780236,43.40992162,0.050628297,0.704257462,50.729385,10.918268192,5.276938026,5.641330166,0.090244019,0.067943734,4.070705432,3.319978704,2.596603366,2.370299792,3.00177965,2.841607226,3.647513317,4.377586219,3.228572046,3.494775654,4.532858944,3.137795772,3.498563944,2.569650241,4.997392157,4.392098139
P_1984_F_22_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_F_22/P_1984_F_22_r(i).WAV,P22,r(i),Persian,1984,40,Female,P_1984_F_22,38.04657874,0.037567429,0.042571127,37.45555915,0.046554517,0.82176639,49.67891404,10.335917313,4.933051445,5.402865868,0.085692547,0.07712585,4.215399567,3.622267845,3.072225428,2.788326782,3.333935149,3.125470484,3.963286821,4.517738902,4.368130782,4.437187887,5.06360405,3.541302794,4.451029339,3.275941952,6.235603959,5.839005172
P_1984_F_22_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_F_22/P_1984_F_22_con.WAV,P22,con,Persian,1984,40,Female,P_1984_F_22,35.49298595,0.062758245,0.045874733,46.23923012,0.046402062,0.860320884,48.11991671,8.454684006,4.127220745,4.327463261,0.09533419,0.085997305,4.247941626,3.77155788,3.216782196,2.870866185,3.039508776,2.817794528,4.193059183,4.619761579,4.30776232,4.239625054,4.387420536,3.031324894,3.739540083,2.703944945,6.07520065,5.890475034
P_1984_F_22_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_F_22/P_1984_F_22_pic.WAV,P22,pic,Persian,1984,40,Female,P_1984_F_22,37.4313444,0.071220713,0.057635451,45.44180591,0.060386905,0.965429813,58.56789801,7.614530021,3.674634877,3.939895144,0.098407921,0.101864119,4.443996477,3.52357966,2.833044809,2.48492381,3.130280473,2.934696641,3.963989993,4.866706683,2.675337726,3.017404479,3.755650727,2.557440558,2.907343867,2.088296592,4.402097387,3.7284815
P_1984_F_22_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_F_22/P_1984_F_22_str.WAV,P22,str,Persian,1984,40,Female,P_1984_F_22,38.17201716,0.05862107,0.052496086,45.89729349,0.052706629,0.911961063,53.51283,8.311198182999998,4.044422543,4.26677564,0.0981,0.094381872,3.523876891,2.98641005,2.254713199,1.983683193,2.376779746,2.18873417,3.34210464,3.860003775,3.24728022,3.3866921,3.865876903,2.665215548,3.191437137,2.320511007,4.900550879,4.487061738
P_1984_M_12_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_M_12/P_1984_M_12_m(f).wav,P12,m(f),Persian,1984,40,Male,P_1984_M_12,29.11786194,0.063477118,0.068629539,50.91234946,0.070407713,0.699940515,70.76212247,8.260469939,3.971153166,4.289316773,0.096986264,0.073323442,2.153348185,1.871305845,1.403379679,1.136434072,1.717650836,1.414075499,2.31897302,2.624910977,3.450322536,3.844625975,4.662254064,3.401117112,3.007845435,2.291058009,5.197188481,4.482844735
P_1984_M_12_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_M_12/P_1984_M_12_m(i).wav,P12,m(i),Persian,1984,40,Male,P_1984_M_12,35.4261796,0.089760683,0.061928899,59.94897491,0.062044643,0.878757846,65.76054721,8.333333333999999,4.052511416,4.280821918,0.094173333,0.08741784,2.617732827,2.379278269,2.077548678,1.694206569,2.381393073,1.975450958,2.924305974,3.162392178,3.464028063,3.621261664,4.674561986,3.455373482,3.374697332,2.609245371,4.855790782,4.462426844
P_1984_M_12_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_M_12/P_1984_M_12_r(f).wav,P12,r(f),Persian,1984,40,Male,P_1984_M_12,34.53367124,0.028775925,0.052221623,45.01537716,0.062022779,0.668644109,56.09470779,10.855997276,5.308217019,5.547780257,0.093095455,0.065057007,6.431457775,4.462076525,3.506763667,3.007348436,4.384915771,3.932224538,5.433677555,7.623212032,3.534989265,4.03607993,5.218822363,3.81457193,3.461585834,2.659318244,5.463183616,4.55929196
P_1984_M_12_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_M_12/P_1984_M_12_r(i).wav,P12,r(i),Persian,1984,40,Male,P_1984_M_12,35.40220363,0.031524438,0.048746996,44.85375811,0.055326019,0.729772192,53.27722463,10.189710877,4.887747494,5.301963383,0.091496875,0.072430508,6.31594096,4.471089623,3.691263325,3.153185367,4.628153424,4.138371623,5.412664914,7.439258767,4.05863799,4.374897899,5.197107199,3.834385393,4.116892964,3.170278595,5.848881606,5.183034308
P_1984_M_12_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_M_12/P_1984_M_12_con.wav,P12,con,Persian,1984,40,Male,P_1984_M_12,28.60581663,0.070333996,0.057205513,54.68237895,0.059511482,0.808822505,63.78463252,7.681564246000001,3.738087414,3.943476832,0.089685417,0.076525275,4.562170801,3.555430448,2.638067473,2.209645858,2.961752291,2.562396736,4.343230743,5.45040152,4.03430855,4.190241232,4.517782724,3.315679401,3.341061706,2.554273737,5.649064863,5.233436336
P_1984_M_12_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_M_12/P_1984_M_12_pic.wav,P12,pic,Persian,1984,40,Male,P_1984_M_12,28.37858509,0.087164853,0.077540484,57.08271927,0.08263109,0.762300976,68.81867287,6.455066921,3.151051625,3.304015296,0.112673611,0.09006068,4.371223399,2.652130612,2.016228606,1.670357235,2.784959389,2.432319383,3.259836238,5.262429709,4.063291237,4.289386182,4.526807747,3.244972302,3.017124506,2.268742284,5.931933038,5.399982641
P_1984_M_12_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1984_M_12/P_1984_M_12_str.wav,P12,str,Persian,1984,40,Male,P_1984_M_12,30.56831816,0.067996247,0.0601306,55.10252406,0.063209431,0.808812558,63.51111544,7.746023321,3.754139782,3.991883539,0.094677285,0.081425626,4.124635878,3.283113292,2.452262054,2.049541734,2.883180302,2.495195241,4.049387599,4.985143465,3.872107708,4.247008575,5.006293719,3.667338241,3.659983044,2.790467086,5.72964462,5.019070134
P_1985_F_13_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_13/P_1985_F_13_m(f).wav,P13,m(f),Persian,1985,39,Female,P_1985_F_13,30.32686084,0.05049001,0.057275499,55.0957131,0.061947368,0.716985463,67.04782989,9.546925567,4.595469256,4.951456311,0.085424837,0.065992958,2.719493476,1.958467054,1.437886287,1.249681885,1.849457024,1.672994226,2.241899008,3.053668983,2.913401137,3.736858081,5.155627805,3.592953155,2.751044893,2.021105904,5.262013544,3.937157792
P_1985_F_13_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_13/P_1985_F_13_m(i).wav,P13,m(i),Persian,1985,39,Female,P_1985_F_13,40.24429967,0.06241088,0.047047004,62.54840767,0.056842105,0.950140989,57.88916192,10.152008686,4.940282302,5.211726384,0.081270833,0.081461538,2.922210591,1.830004739,1.306667217,1.153261201,1.86821699,1.709918749,2.082578115,3.264305232,2.860885698,3.135543936,4.591836316,3.237893521,3.048885153,2.262497028,4.400121035,3.850959357
P_1985_F_13_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_13/P_1985_F_13_r(f).wav,P13,r(f),Persian,1985,39,Female,P_1985_F_13,32.82229756,0.027901718,0.049451099,48.36938033,0.057823529,0.621873579,57.48493457,12.030842159,5.895412679,6.13542948,0.08602445,0.0556743,3.063853064,1.800976593,1.635978732,1.432575341,2.118261631,1.936091523,2.062181822,3.439409254,2.882245871,3.594283731,5.491439072,3.79206509,3.291089151,2.396875689,5.145374267,3.930536722
P_1985_F_13_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_13/P_1985_F_13_r(i).wav,P13,r(i),Persian,1985,39,Female,P_1985_F_13,33.99240105,0.039178998,0.050666405,50.34382641,0.055135048,0.701747706,60.1908324,11.177099857,5.422553396,5.754546461,0.084176282,0.062687075,3.600430489,2.662202977,2.123389076,1.884350032,2.722332484,2.486555329,3.030699738,4.026308738,4.027829779,4.45136188,5.584167989,3.882004782,4.163977528,3.040085603,6.274753501,5.423847266
P_1985_F_13_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_13/P_1985_F_13_con.wav,P13,con,Persian,1985,39,Female,P_1985_F_13,33.60742146,0.069462032,0.048143654,58.79564118,0.053534137,0.852530753,58.52051103,9.276829011,4.485078489,4.791750522,0.082268,0.074931624,3.208915699,2.954462047,2.173543017,1.951157425,2.076639888,1.928068729,3.290383838,3.504360532,4.021794558,4.109047388,4.969555043,3.525407529,4.019106652,3.0093796,5.704580473,5.338506256
P_1985_F_13_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_13/P_1985_F_13_pic.wav,P13,pic,Persian,1985,39,Female,P_1985_F_13,31.63732929,0.062011967,0.050954721,53.79292737,0.057206452,0.797925676,60.64877451,9.226100152,4.506828528,4.719271624,0.084016077,0.070198653,3.098353466,2.661906421,1.683830195,1.497889121,1.811977012,1.669552889,3.000305015,3.424695865,4.303730944,4.81572602,5.797193996,3.86678505,3.851585705,2.679102447,7.009532305,5.984037792
P_1985_F_13_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_13/P_1985_F_13_str.wav,P13,str,Persian,1985,39,Female,P_1985_F_13,31.80836073,0.042174013,0.04836485,51.45200683,0.055288591,0.732801299,58.61613089,10.251291686,4.990605918,5.260685768,0.082511161,0.063736471,3.832794952,3.01286795,2.094834091,1.854669573,2.563985236,2.359542807,3.384578608,4.222246646,4.097412924,4.319156195,5.017459602,3.545838799,3.709203387,2.741794661,6.034170657,5.484921482
P_1985_F_16_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_m(f).wav,P16,m(f),Persian,1985,39,Female,P_1985_F_16,35.78576779,0.079302865,0.059009401,56.38794439,0.061116667,1.071550332,63.79537757,7.056179775,3.445692884,3.610486891,0.092497925,0.103856522,3.771430198,4.227241362,3.480102704,3.128474433,2.782391831,2.556246959,4.578483536,3.986342086,3.094855602,3.236297005,4.373251444,3.102008458,3.684031939,2.725267487,4.534049587,4.157616345
P_1985_F_16_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_m(i).wav,P16,m(i),Persian,1985,39,Female,P_1985_F_16,36.15454737,0.076234713,0.054461316,59.94729558,0.057472222,0.967778264,61.67489318,8.157445714,3.926793352,4.230652362,0.088303867,0.092071429,3.106217469,3.972078771,3.067105158,2.747319566,1.981638299,1.814910251,4.320829774,3.299997742,3.507726301,4.052225365,5.659343058,4.005949571,4.168317542,3.077191685,5.633611643,4.667362826
P_1985_F_16_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_r(f).wav,P16,r(f),Persian,1985,39,Female,P_1985_F_16,38.26923077,0.035667261,0.049405185,51.2493725,0.055005291,0.7886237,55.79263214,10.627530365,5.147484095,5.48004627,0.088551451,0.074345506,3.033478513,3.460346212,2.562147102,2.368414817,1.916978279,1.8199237,3.693228356,3.172289124,3.908088948,4.146376481,5.651151086,3.990227078,4.586173548,3.397106885,5.792615406,5.20241843
P_1985_F_16_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_r(i).wav,P16,r(i),Persian,1985,39,Female,P_1985_F_16,40.75633005,0.038426806,0.045662952,43.87305947,0.048753846,0.960551202,57.45984653,10.154279537,4.815093845,5.339185692,0.079469325,0.084642857,3.945043927,3.925271571,3.178107418,2.936340077,2.890579391,2.760820108,4.165622616,4.095541028,5.292047345,5.295322518,6.023594739,4.285788,5.376795944,4.019591363,7.257761297,6.908042185
P_1985_F_16_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_con.wav,P16,con,Persian,1985,39,Female,P_1985_F_16,34.65337535,0.080089867,0.047511028,62.82478276,0.052163188,1.009599894,55.36120437,7.733911041000001,3.734395831,3.99951521,0.085820076,0.092795132,3.31833112,3.568530968,2.892028961,2.659623247,2.175862891,2.087047815,3.819784297,3.465860347,4.13302875,4.364959987,5.783113917,4.084825262,4.522685854,3.348692842,6.086803494,5.508092502
P_1985_F_16_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_pic.wav,P16,pic,Persian,1985,39,Female,P_1985_F_16,33.40190019,0.101236682,0.059929914,66.92467452,0.058492582,1.108522623,62.0103811,6.087999262,2.970205701,3.117793561,0.09664497,0.112456522,2.971642299,3.573810144,3.017433928,2.73338311,1.983502811,1.848690922,3.84978167,3.131810216,3.176642782,3.607432532,4.928131417,3.5240004,3.747951009,2.80392271,4.99089287,4.211356728
P_1985_F_16_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_str.wav,P16,str,Persian,1985,39,Female,P_1985_F_16,34.25757982,0.069203246,0.051790933,62.1498227,0.054538755,0.928810452,59.37737193,8.124496915,3.895894822,4.228602093,0.08722335,0.087932507,2.964166299,3.331256411,2.811907482,2.561875533,1.969395437,1.855564613,3.58286407,3.118236342,3.374678448,3.765684772,5.102949482,3.604926785,3.870521308,2.860852944,5.267050462,4.516724415
P_1985_M_23_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_m(f).wav,P23,m(f),Persian,1985,39,Male,P_1985_M_23,29.69482814,0.051058728,0.046098451,50.05566584,0.051149254,0.799170053,53.60284974,8.33601028,4.01541921,4.32059107,0.086,0.073952,2.940993878,2.120798391,1.774948836,1.477656812,2.269947143,1.94418228,2.563104505,3.500043038,3.265348098,3.60134139,4.609111824,3.093918468,3.063583922,2.153192961,5.340513372,4.639531931
P_1985_M_23_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_m(i).wav,P23,m(i),Persian,1985,39,Male,P_1985_M_23,33.08886302,0.049273947,0.042998346,58.21826516,0.047819672,0.906549011,56.2279035,9.351959643,4.578967792,4.772991851,0.076471545,0.072262712,3.127138363,2.016035563,1.843545676,1.543431551,2.306522034,2.012312534,2.421286734,3.698757563,3.241370343,3.388589972,4.243778614,2.915188112,3.230412013,2.307004952,4.910223167,4.520091212
P_1985_M_23_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_r(f).wav,P23,r(f),Persian,1985,39,Male,P_1985_M_23,31.02693422,0.031848967,0.042980673,43.92843792,0.04896368,0.81184894,49.96209108,8.648996674,4.206459921,4.442536753,0.08602657,0.073760204,3.497217998,2.661753619,2.580712625,2.200969995,2.807778863,2.456870949,3.13993052,4.057481324,3.101000604,3.311852652,4.720342978,3.294975586,3.442059253,2.538696449,4.709483925,4.199374
P_1985_M_23_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_r(i).wav,P23,r(i),Persian,1985,39,Male,P_1985_M_23,27.73817075,0.031348691,0.042559757,41.47243943,0.048110769,0.832895288,52.84912479,7.915768109,3.780286693,4.135481416,0.080530675,0.073375839,2.926702094,2.669370144,2.63161189,2.236935804,2.696618502,2.333230011,3.144751497,3.394582306,3.519313436,3.740719976,4.407763503,3.109300416,3.793131159,2.808484399,5.251975073,4.722084378
P_1985_M_23_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_con.wav,P23,con,Persian,1985,39,Male,P_1985_M_23,29.8168951,0.056357055,0.045145234,46.88623229,0.047674667,0.882774289,53.56286614,7.833649521,3.826231535,4.007417986,0.084284574,0.077927577,3.753729416,3.20874651,2.524038531,2.178145514,2.788597681,2.47258384,3.733815868,4.285496589,4.501010449,4.496435623,4.774571791,3.412454499,3.790843652,2.834018798,6.22091036,5.967991708
P_1985_M_23_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_pic.wav,P23,pic,Persian,1985,39,Male,P_1985_M_23,34.48772679,0.054264864,0.037844805,50.04680878,0.04370318,0.846311654,46.91368262,9.960868019,4.909284952,5.051583067,0.080669014,0.07025,3.733635803,3.054597194,2.408167584,2.043089885,2.597919774,2.282969336,3.596769739,4.323027768,3.765300752,3.879954053,4.486653234,3.206866478,3.563093907,2.658615986,5.363314557,5.000471184
P_1985_M_23_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_str.wav,P23,str,Persian,1985,39,Male,P_1985_M_23,31.48518842,0.060302715,0.04484937,52.34314204,0.05,0.86961039,47.76166656,7.523342513,3.667629475,3.855713038,0.093902439,0.085846154,3.024453033,2.541864706,1.738120712,1.473640509,2.148902147,1.859429857,3.049787449,3.566925555,3.077282057,3.421206902,3.984610917,2.715328853,2.827893691,2.018733793,4.982374369,4.295947643
P_1988_M_09_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_m(f).wav,P09,m(f),Persian,1988,36,Male,P_1988_M_09,28.45659164,0.049406626,0.060375628,56.62508096,0.065146718,0.704079245,61.21856047,7.754870437000001,3.656768174,4.098102263,0.098623077,0.077818966,4.119753212,2.076419859,1.676467212,1.395715257,3.435415441,3.008509526,2.520965983,4.839432251,3.144471546,3.695447268,5.849058786,2.948171171,3.050122621,1.630644158,7.1762064,5.780458456
P_1988_M_09_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_m(i).wav,P09,m(i),Persian,1988,36,Male,P_1988_M_09,35.96268463,0.069372111,0.060104701,57.51644382,0.061006289,0.897265145,62.1759372,7.955428868,3.809277015,4.146151853,0.09666875,0.094408163,3.701136466,2.443668885,2.228529322,1.870472092,3.103097759,2.737050883,2.917085015,4.295273211,3.326226124,3.587411886,5.879443039,3.141264853,3.477643896,1.945152627,6.651306867,5.856578278
P_1988_M_09_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_r(f).wav,P09,r(f),Persian,1988,36,Male,P_1988_M_09,36.83431953,0.035103262,0.054890602,49.11213047,0.061688034,0.785135135,57.98128868,9.551986475,4.596365173,4.955621302,0.09466951,0.080137931,3.39668685,2.111476172,1.80280406,1.505061234,2.832865076,2.461126503,2.545601175,3.990595393,2.705693258,3.251162463,5.987250224,3.150427412,3.7026943,2.090702814,6.083383204,4.748813642
P_1988_M_09_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_r(i).wav,P09,r(i),Persian,1988,36,Male,P_1988_M_09,36.09587968,0.032928104,0.052475272,42.82590656,0.058181818,0.828478964,62.4570844,9.775967413,4.590318032,5.185649381,0.084018127,0.078634812,3.591839093,2.636272518,2.436623715,2.049294564,3.291609754,2.857776158,3.173844072,4.205893387,2.918031565,3.318993835,5.107694668,2.706956618,3.714630424,2.088222945,6.136383821,5.104850475
P_1988_M_09_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_con.wav,P09,con,Persian,1988,36,Male,P_1988_M_09,28.52681602,0.071306685,0.060322715,54.80147535,0.060326531,0.913627222,64.59517827,6.466395112000001,3.122878479,3.343516633,0.093385787,0.091347826,3.124286461,2.665921527,2.103789242,1.779787027,2.479189999,2.13672341,3.177757437,3.640427098,4.131444507,4.233887682,6.179840293,3.07702808,4.466072674,2.324580912,8.151142273,7.545238801
P_1988_M_09_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_pic.wav,P09,pic,Persian,1988,36,Male,P_1988_M_09,30.67088905,0.062156965,0.0541338,58.41413307,0.058391437,0.917672656,62.31010065,7.43607788,3.589021816,3.847056064,0.086878049,0.085457516,3.229116077,2.046587372,1.650372518,1.365544416,2.905795451,2.482183652,2.494367062,3.838184018,2.795652126,3.350692104,5.917861103,2.989588476,3.422109806,1.834802329,6.511296433,5.161118901
P_1988_M_09_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_str.wav,P09,str,Persian,1988,36,Male,P_1988_M_09,28.75714076,0.062641936,0.053683895,56.76636753,0.059253104,0.818199815,58.6177418,7.298227625,3.460524388,3.837703237,0.091583015,0.083100529,3.209579769,2.249841442,1.78178346,1.496807387,2.759494193,2.389446371,2.70161363,3.753322866,3.140476813,3.53968163,6.259736898,3.192010245,3.867212558,2.098448621,6.798919946,5.710503438
P_1989_M_27_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_m(f).wav,P27,m(f),Persian,1989,35,Male,P_1989_M_27,32.06865527,0.072299772,0.047397784,54.82492906,0.053561873,0.883027785,54.19573612,8.000553671999999,3.848017164,4.152536508,0.087456667,0.083338129,3.194725324,1.96399614,1.802959122,1.491338035,2.66928669,2.287790591,2.3955547,3.808244671,2.806782039,3.354129852,4.445173676,3.321098596,3.087591136,2.401861541,4.438036619,3.57693157
P_1989_M_27_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_m(i).wav,P27,m(i),Persian,1989,35,Male,P_1989_M_27,32.89059174,0.073650669,0.046319371,58.96685462,0.046824742,1.056836058,61.77605711,8.024691358,3.873988931,4.150702427,0.074979487,0.084901099,3.783409173,2.061991534,1.560050382,1.298391874,2.451373062,2.131670539,2.487055635,4.46884018,2.747561942,3.273736183,4.31925114,3.229531099,2.92591562,2.278248658,4.312011655,3.488596341
P_1989_M_27_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_r(f).wav,P27,r(f),Persian,1989,35,Male,P_1989_M_27,36.7133369,0.036453671,0.046382848,47.13473651,0.054527845,0.832844922,56.84071634,10.504064616,5.101974242,5.402090374,0.081601449,0.071959079,2.974689464,2.314238554,2.234714249,1.862969297,2.553782009,2.175801447,2.802153544,3.532832692,2.52763552,3.039173156,3.96525857,2.977320035,2.688490641,2.117475083,4.008378526,3.194652257
P_1989_M_27_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_r(i).wav,P27,r(i),Persian,1989,35,Male,P_1989_M_27,35.00597372,0.040514062,0.043209693,45.21535042,0.049371875,0.870340116,51.50123018,9.229390681,4.435483871,4.79390681,0.083900312,0.078922559,4.193622042,2.833427181,2.456505291,2.080156745,3.393158471,2.993529561,3.411504445,4.939155079,3.519947154,3.845708896,4.314397777,3.21563451,3.48710252,2.709615621,5.076834823,4.4499612
P_1989_M_27_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_con.wav,P27,con,Persian,1989,35,Male,P_1989_M_27,33.19629057,0.091061391,0.048973342,54.33033632,0.050252874,1.049909566,62.72188247,7.913446677,3.863987635,4.049459042,0.078080153,0.085912,3.864613968,2.058870429,1.595731724,1.323799022,2.42924834,2.112502721,2.510057133,4.608279311,3.119639301,3.55136112,4.037217469,3.005169007,2.747615572,2.129106039,4.709399137,3.988797664
P_1989_M_27_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_pic.wav,P27,pic,Persian,1989,35,Male,P_1989_M_27,32.6566594,0.08846363,0.05795438,59.31866687,0.063672474,1.011183986,63.27808908,6.868770968,3.342556995,3.526213973,0.091586806,0.097699634,4.824816733,2.233954311,1.845057529,1.543203552,3.402192714,3.043635588,2.711476148,5.712509636,3.170085574,3.777326447,4.357834859,3.216808475,2.884380825,2.213611422,4.989287423,4.036590813
P_1989_M_27_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_str.wav,P27,str,Persian,1989,35,Male,P_1989_M_27,28.99499389,0.074955558,0.048609146,54.0769896,0.055366743,0.938703429,60.92065753,7.495974872,3.62481414,3.871160732,0.079790909,0.079990291,3.434582073,2.522111794,1.778987548,1.490530153,2.476510057,2.134122084,3.075353883,4.106904461,3.617224964,3.887971982,4.069466646,2.986129261,3.157768307,2.413613952,5.188808699,4.649111082
P_1990_M_18_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1990_M_18/P_1990_M_18_m(f).wav,P18,m(f),Persian,1990,34,Male,P_1990_M_18,25.69407087,0.062810905,0.064630031,54.67824125,0.069877256,0.766154061,62.6535159,6.1864109460000005,2.935329201,3.251081745,0.103154676,0.087533865,4.53314053,3.021897372,1.915659945,1.582152227,3.011316539,2.597570159,3.825215277,5.620208439,3.053359853,3.522719608,4.076271751,2.88565691,2.830413019,2.103171253,4.926546637,4.08423842
P_1990_M_18_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1990_M_18/P_1990_M_18_m(i).wav,P18,m(i),Persian,1990,34,Male,P_1990_M_18,27.89569436,0.051576959,0.054284363,57.30770031,0.060764228,0.754098361,55.17427022,7.307459066,3.547604609,3.759854457,0.098387097,0.078632479,5.256519951,3.472041572,2.194275754,1.832981863,3.176154688,2.736618609,4.357463593,6.451448841,3.032600212,3.164220912,3.806594592,2.803152579,2.673779911,2.061457405,4.275400315,3.921947047
P_1990_M_18_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1990_M_18/P_1990_M_18_r(f).wav,P18,r(f),Persian,1990,34,Male,P_1990_M_18,32.61463225,0.038890849,0.053264961,47.71654829,0.05916307,0.706482192,55.10668434,9.255133171,4.479027411,4.77610576,0.096657895,0.072816327,7.34111323,4.206579068,3.501347756,2.929045467,4.96951791,4.422174599,5.29095366,8.930181907,2.820610076,3.218330141,4.636780246,3.435730057,3.29350547,2.568160591,4.304945799,3.5957889
